property_name,price,house_type,area_in_sq_ft,no_of_bedrooms,no_of_bathrooms,no_of_receptions,city,postal_code,location,nearest_station,postcode_latitude,postcode_longitude,station_latitude,station_longitude,price_per_sqft,distance_miles
Grove Hall Court,99500,Flat / Apartment,812,2,2,2,London,NW8 9NS,Westminster,St. Johns Wood,51.5303,-0.17852,51.5317,-0.17419,122.53694581280789,0.21
Trinity Road,45000,Flat / Apartment,533,1,1,1,London,SW18 3RG,Wandsworth,Wandsworth Town,51.4512,-0.20401,51.461,-0.188251,84.42776735459663,0.96
Chiltern Place,395000,New development,1150,2,2,2,London,W1U 6NJ,Marylebone,Bond Street,51.5156,-0.1504,51.5145,-0.149193,343.4782608695652,0.09
Drayton Park,57500,New development,784,2,2,2,London,N5 1DH,Highbury,Canonbury,51.5547,-0.10544,51.5438,-0.090632,73.34183673469387,0.99
Rosaville Road,140000,House,1406,4,4,4,London,SW6 7BN,Fulham,Imperial Wharf,51.4767,-0.1833,51.4751,-0.182927,99.57325746799431,0.11
Carillon Court,399950,Flat / Apartment,398,1,1,1,London,W5 3SX,Ealing,Ealing Broadway,51.5049,-0.3188,51.515,-0.300407,1004.8994974874372,1.05
Artichoke Hill,67500,Flat / Apartment,970,2,2,2,London,E1W 2BA,Wapping,Tower Gateway,51.5088,-0.06328,51.5105,-0.074769,69.58762886597938,0.51
Riverside Quarter,90000,New development,901,2,2,2,London,SW18 1PP,Wandsworth,Wandsworth Town,51.5022,-0.230934,51.461,-0.188251,99.88901220865705,3.39
Lyston House,83500,Flat / Apartment,1155,3,3,3,London,SW19 4QY,Wimbledon,Wimbledon,51.4219,-0.202045,51.4215,-0.206403,72.2943722943723,0.19
Grosvenor Hill,75000,Flat / Apartment,815,2,2,2,London,SW19 4RU,Wimbledon,Wimbledon,51.4222,-0.201077,51.4215,-0.206403,92.02453987730061,0.23
Eastfields Avenue,65500,Flat / Apartment,761,2,2,2,London,SW18 1FQ,Wandsworth,Wandsworth Town,51.5002,-0.232897,51.461,-0.188251,86.07095926412615,3.32
Hamilton Terrace,99500,Flat / Apartment,1041,2,2,2,London,NW8 9UJ,Westminster,St. Johns Wood,51.5282,-0.17849,51.5317,-0.17419,95.58117195004803,0.3
Ronann Apartments,67500,Flat / Apartment,757,2,2,2,London,N1 5QJ,Islington,Angel,51.5365,-0.08016,51.5325,-0.106036,89.16776750330251,1.15
Lavender Sweep,62500,Flat / Apartment,946,2,2,2,London,SW11 1HD,Battersea,Clapham Junction,51.4617,-0.16488,51.4645,-0.170518,66.0676532769556,0.31
Sutherland Avenue,79500,Flat / Apartment,666,2,2,2,London,W9 1ET,Maida Vale,Maida Vale,51.5273,-0.1925,51.5276,-0.190592,119.36936936936937,0.08
Prior Bolton Street,83000,Flat / Apartment,813,2,2,2,London,N1 2NX,Islington,Angel,51.5457,-0.0992,51.5325,-0.106036,102.0910209102091,0.96
Barnes Court,49500,Flat / Apartment,758,3,3,3,London,N1 1JD,Islington,Angel,51.5411,-0.11063,51.5325,-0.106036,65.30343007915567,0.63
Byam Street,135000,House,1636,4,4,4,London,SW6 2RB,Fulham,Imperial Wharf,51.4804,-0.196,51.4751,-0.182927,82.51833740831296,0.67
Greystoke Gardens,40000,Flat / Apartment,764,2,2,2,London,W5 1EP,Ealing,Ealing Broadway,51.5132,-0.3062,51.515,-0.300407,52.35602094240838,0.28
Coleherne Road,86500,Flat / Apartment,559,2,2,2,London,SW10 9BS,Chelsea,West Brompton,51.4885,-0.19075,51.487,-0.195185,154.74060822898034,0.22
Enmore Gardens,110000,House,1345,4,4,4,London,SW14 8RF,Mortlake,Mortlake,51.4738,-0.258567,51.4699,-0.268523,81.78438661710037,0.51
Cavendish Road,125000,House,2176,4,4,4,London,SW12 0BH,Balham,Balham,51.4534,-0.14427,51.4452,-0.1517,57.44485294117647,0.65
Landmark Place At Tower Bridge,441600,New development,1847,3,3,3,London,EC3R 6EA,City Of London,Tower Gateway,51.5093,-0.08402,51.5105,-0.074769,239.0904168922577,0.41
Eaton Square,199500,Flat / Apartment,1575,3,3,3,London,SW1W 9DH,Belgravia,Victoria,51.5141,-0.140515,51.4952,-0.1445,126.66666666666667,1.32
Salcott Road,62500,Flat / Apartment,694,2,2,2,London,SW11 6DF,Battersea,Clapham Junction,51.4579,-0.16451,51.4645,-0.170518,90.05763688760807,0.52
Lofting Road,57000,Flat / Apartment,642,2,2,2,London,N1 1ET,Islington,Angel,51.5412,-0.10836,51.5325,-0.106036,88.78504672897196,0.61
Newington Green Mansions,45000,Flat / Apartment,595,2,2,2,London,N16 9BT,Stoke Newington,Dalston Junction,51.5524,-0.0862,51.5453,-0.074968,75.63025210084034,0.69
Portman Heights,69500,Flat / Apartment,1042,3,3,3,London,NW3 7TW,Hampstead,Hampstead,51.5635,-0.19649,51.5565,-0.178301,66.69865642994242,0.92
Palmerston Road,137500,House,1791,4,4,4,London,SW14 7PZ,East Sheen,Mortlake,51.4701,-0.262191,51.4699,-0.268523,76.77275265214963,0.27
Sainfoin Road,155000,House,2302,4,4,4,London,SW17 8EP,Tooting,Tooting,51.4958,-0.237125,51.4278,-0.167967,67.33275412684623,5.56
Blenheim Road,215000,House,1929,5,5,5,London,W4 1UB,Chiswick,Chiswick Park,51.4941,-0.2616,51.4946,-0.267874,111.45671332296527,0.27
York Mansions,175000,Flat / Apartment,1660,3,3,3,London,SW11 4BW,Battersea,Clapham Junction,51.4758,-0.15285,51.4645,-0.170518,105.42168674698796,1.09
Ridgmount Road,110000,House,1685,5,5,5,London,SW18 2DA,Wandsworth,Wandsworth Town,51.505,-0.228216,51.461,-0.188251,65.28189910979229,3.49
Bartholomew Road,99500,Flat / Apartment,1172,3,3,3,London,NW5 2AR,Kentish Town,Gospel Oak,51.5469,-0.13526,51.5555,-0.151577,84.89761092150171,0.92
Wandsworth Common West Side,47500,Flat / Apartment,650,2,2,2,London,SW18 2EL,Wandsworth,Wandsworth Town,51.5074,-0.2258,51.461,-0.188251,73.07692307692308,3.59
Kings House,49500,Flat / Apartment,696,1,1,1,London,E14 8DB,Canary Wharf,Canary Wharf,51.5093,-0.03392,51.5049,-0.019001,71.12068965517241,0.71
Chapman Square,179500,House,2605,4,4,4,London,SW19 5QR,Wimbledon,Wimbledon,51.4254,-0.197005,51.4215,-0.206403,68.90595009596929,0.49
Devas Road,179500,House,2001,5,5,5,London,SW20 8PD,Wimbledon,Raynes Park,51.414,-0.2401,51.409,-0.23054,89.70514742628686,0.54
Coleford Road,135000,House,1519,3,3,3,London,SW18 1AD,Wandsworth,Wandsworth Town,51.4985,-0.234558,51.461,-0.188251,88.87425938117183,3.27
Meldola Yard,47500,Flat / Apartment,584,1,1,1,London,E9 5NW,Hackney,Homerton,51.549,-0.0418,51.5484,-0.0412,81.33561643835617,0.05
Haldon Road,70000,House,947,2,2,2,London,SW18 1QG,Wandsworth,Wandsworth Town,51.5025,-0.230632,51.461,-0.188251,73.91763463569166,3.4
Broxash Road,157500,House,1986,5,5,5,London,SW11 6AB,Battersea,Clapham Junction,51.4548,-0.1557,51.4645,-0.170518,79.30513595166163,0.93
Blandford Street,75000,Flat / Apartment,421,1,1,1,London,W1U 8AG,Marylebone,Bond Street,51.5153,-0.1511,51.5145,-0.149193,178.14726840855107,0.1
Pearson Square,260000,New development,1281,2,2,2,London,W1T 3BH,Fitzrovia,Goodge Street,51.5228,-0.1376,51.5206,-0.134357,202.9664324746292,0.21
Wigmore Place,195000,Flat / Apartment,1765,2,2,2,London,W1U 2LR,Marylebone,Bond Street,51.517,-0.1467,51.5145,-0.149193,110.48158640226629,0.2
Fitzroy Street,120000,Flat / Apartment,852,2,2,2,London,W1T 6DS,Fitzrovia,Goodge Street,51.5214,-0.1345,51.5206,-0.134357,140.8450704225352,0.06
Waverley Court,84000,Flat / Apartment,625,2,2,2,London,W1G 6DH,Marylebone,Oxford Circus,51.5184,-0.1448,51.5153,-0.142008,134.4,0.25
Gloucester Place,105000,Flat / Apartment,848,3,3,3,London,W1U 6AW,Marylebone,Bond Street,51.5161,-0.1496,51.5145,-0.149193,123.82075471698113,0.11
Troy Court,10000,Flat / Apartment,862,2,2,2,London,W8 7RD,Kensington,High Street Kensington,51.4983,-0.1847,51.5003,-0.19211,11.600928074245939,0.35
Earls Terrace,110000,Flat / Apartment,706,2,2,2,London,W8 6LP,Kensington,High Street Kensington,51.4978,-0.1972,51.5003,-0.19211,155.80736543909347,0.28
John Spencer Square,80000,Flat / Apartment,794,2,2,2,London,N1 2LZ,Islington,Angel,51.5462,-0.09872,51.5325,-0.106036,100.75566750629723,1.0
Goldsmiths Row,87500,Penthouse,972,2,2,2,London,E2 8QF,Bethnal Green,Bethnal Green,51.5326,-0.06527,51.5303,-0.056163,90.02057613168725,0.42
Richmond Road,90000,Flat / Apartment,1055,2,2,2,London,E8 3QW,Hackney,Hackney Downs,51.5434,-0.05818,51.5486,-0.060686,85.30805687203791,0.38
East Heath Road,87500,Flat / Apartment,1210,2,2,2,London,NW3 1BN,Hampstead,Hampstead,51.5595,-0.17152,51.5565,-0.178301,72.31404958677686,0.36
Park Road,225000,House,2654,5,5,5,London,W4 3HP,Chiswick,Chiswick Park,51.4937,-0.2785,51.4946,-0.267874,84.77769404672193,0.46
Bolingbroke Road,195000,House,2063,5,5,5,London,W14 0AJ,West Kensington,West Kensington,51.4959,-0.2141,51.4907,-0.205944,94.52253999030538,0.5
Apex Court,47500,New development,474,1,1,1,London,W12 8NW,Shepherds Bush,Shepherds Bush,51.5097,-0.2341,51.5053,-0.222986,100.21097046413502,0.57
Brynmaer Road,250000,House,2235,5,5,5,London,SW11 4EN,Battersea,Clapham Junction,51.4738,-0.16121,51.4645,-0.170518,111.85682326621924,0.76
Juer Street,169500,House,2014,5,5,5,London,SW11 4RF,Battersea,Clapham Junction,51.4783,-0.16715,51.4645,-0.170518,84.16087388282025,0.96
Claremont House,55000,New development,540,1,1,1,London,SE16 7FS,Southwark,Canada Water,51.4991,-0.04255,51.4979,-0.049841,101.85185185185185,0.32
Peel Street,255000,House,1451,3,3,3,London,W8 7PD,Kensington,High Street Kensington,51.4989,-0.1862,51.5003,-0.19211,175.7408683666437,0.27
Royal Victoria Patriotic Building,69500,Flat / Apartment,983,1,1,1,London,SW18 3SX,Wandsworth,Wandsworth Town,51.4437,-0.202348,51.461,-0.188251,70.70193285859614,1.34
Gloucester Drive,72500,Flat / Apartment,1323,3,3,3,London,N4 2LE,Finsbury Park,Finsbury Park,51.5662,-0.09839,51.5648,-0.106414,54.799697656840515,0.36
Warwick Drive,67500,Flat / Apartment,986,3,3,3,London,SW15 6LD,Putney,Putney Bridge,51.4859,-0.246789,51.4683,-0.208795,68.45841784989858,2.04
Coral Apartments,110000,Penthouse,1809,2,2,2,London,E16 1AQ,Canning Town,Royal Victoria,51.508,0.02077,51.5091,0.017595,60.807075732448865,0.16
48 Reminder Lane,45000,Flat / Apartment,566,1,1,1,London,SE10 0NQ,Greenwich,Greenwich,51.4964,0.01121,51.4686,0.048831,79.50530035335689,2.51
Andre Street,63500,Flat / Apartment,840,2,2,2,London,E8 2AA,Hackney,Hackney Downs,51.5508,-0.06235,51.5486,-0.060686,75.5952380952381,0.17
Clavering Avenue,150000,House,2035,5,5,5,London,SW13 8DY,Barnes,Barnes Bridge,51.483,-0.234441,51.472,-0.252633,73.71007371007371,1.09
Brook Green,465000,House,3244,6,6,6,London,W6 7BL,Hammersmith,Hammersmith,51.4875,-0.2295,51.492,-0.22364,143.3415536374846,0.4
Boatmans Court,69500,New development,734,2,2,2,London,SW15 1PP,Putney,Putney Bridge,51.4766,-0.255849,51.4683,-0.208795,94.6866485013624,2.1
Telfords Yard,86500,Flat / Apartment,1115,2,2,2,London,E1W 2BQ,Wapping,Tower Gateway,51.509,-0.06467,51.5105,-0.074769,77.57847533632287,0.45
Richmond Mansions,119500,Flat / Apartment,1300,3,3,3,London,SW5 9HN,Earls Court,Earls Court,51.4877,-0.1866,51.4916,-0.193903,91.92307692307692,0.41
New Century House,45000,Flat / Apartment,731,2,2,2,London,E16 1FG,Canning Town,Royal Victoria,51.5116,0.01282,51.5091,0.017595,61.55950752393981,0.27
Eltham Court,47500,New development,639,1,1,1,London,W13 8RA,Ealing,West Ealing,51.5114,-0.329,51.5135,-0.320689,74.33489827856025,0.39
Orbel Street,70000,Flat / Apartment,1021,2,2,2,London,SW11 3NZ,Battersea,Clapham Junction,51.4744,-0.17112,51.4645,-0.170518,68.56023506366307,0.68
York Street,185000,Flat / Apartment,1454,2,2,2,London,W1H 4QF,Marylebone,Oxford Circus,51.5171,-0.1632,51.5153,-0.142008,127.23521320495186,0.92
Petergate,75000,House,914,3,3,3,London,SW11 2UE,Battersea,Clapham Junction,51.4628,-0.18239,51.4645,-0.170518,82.05689277899343,0.52
Corbiere Court,67500,House,586,2,2,2,London,SW19 4ND,Wimbledon,Wimbledon,51.423,-0.198487,51.4215,-0.206403,115.18771331058021,0.36
Guildford House,76500,Flat / Apartment,818,2,2,2,London,NW6 5FU,West Hampstead,West Hampstead,51.5359,-0.19167,51.5468,-0.189965,93.52078239608802,0.76
East Hill,62500,Flat / Apartment,789,2,2,2,London,SW18 2HG,Wandsworth,Wandsworth Town,51.5079,-0.225347,51.461,-0.188251,79.21419518377694,3.61
Clephane Road,67500,Flat / Apartment,803,3,3,3,London,N1 2FT,Islington,Angel,51.5445,-0.08992,51.5325,-0.106036,84.05977584059775,1.08
Moring Road,109500,House,1466,4,4,4,London,SW17 8DN,Tooting,Tooting,51.4955,-0.237427,51.4278,-0.167967,74.69304229195089,5.55
Cambridge Road,115000,Flat / Apartment,1012,3,3,3,London,SW11 4RT,Battersea,Clapham Junction,51.4745,-0.16438,51.4645,-0.170518,113.63636363636364,0.74
Caledonian Road,86000,Flat / Apartment,1018,2,2,2,London,N1 0NG,Islington,Angel,51.5378,-0.11643,51.5325,-0.106036,84.47937131630648,0.58
De Laszlo House,250000,New development,1615,3,3,3,London,NW3 5JY,Hampstead,Hampstead,51.5477,-0.17588,51.5565,-0.178301,154.79876160990713,0.62
Highdown Road,339500,House,3583,6,6,6,London,SW15 5BU,Putney,Putney Bridge,51.484,-0.248601,51.4683,-0.208795,94.75300027909573,2.03
Ashley Gardens,120000,Flat / Apartment,1077,2,2,2,London,SW1P 1HL,Victoria,Victoria,51.4956,-0.136323,51.4952,-0.1445,111.42061281337047,0.35
Revelstoke Road,59500,Flat / Apartment,947,3,3,3,London,SW18 5NN,Wandsworth,Wandsworth Town,51.4602,-0.198577,51.461,-0.188251,62.82998944033791,0.45
Florence Court,37500,Flat / Apartment,402,1,1,1,London,SW19 4SG,Wimbledon,Wimbledon,51.4222,-0.198978,51.4215,-0.206403,93.28358208955224,0.32
Arcadian Place,180000,House,2626,5,5,5,London,SW18 5JF,Wandsworth,Wandsworth Town,51.4592,-0.197178,51.461,-0.188251,68.54531607006855,0.4
Barham Road,275000,House,4180,5,5,5,London,SW20 0ET,Wimbledon,Raynes Park,51.4075,-0.2187,51.409,-0.23054,65.78947368421052,0.52
Rosehill Road,57500,Flat / Apartment,680,2,2,2,London,SW18 2NX,Wandsworth,Wandsworth Town,51.5098,-0.223535,51.461,-0.188251,84.55882352941177,3.7
Jessica Road,155000,House,2265,5,5,5,London,SW18 2QL,Wandsworth,Wandsworth Town,51.511,-0.222327,51.461,-0.188251,68.43267108167771,3.75
Lisson Grove,169500,Flat / Apartment,1636,4,4,4,London,NW1 6LW,Camden,Camden Town,51.5234,-0.16649,51.5423,-0.13956,103.60635696821515,1.75
Elm Tree Court,60000,Flat / Apartment,514,1,1,1,London,NW8 9JT,Westminster,St. Johns Wood,51.5301,-0.1749,51.5317,-0.17419,116.73151750972762,0.11
Sefton Street,122500,House,1450,3,3,3,London,SW15 1NA,Putney,Putney Bridge,51.4761,-0.256302,51.4683,-0.208795,84.48275862068965,2.11
Broadfield Lane,95000,New development,849,3,3,3,London,NW1 9DJ,Camden,Camden Town,51.5416,-0.12627,51.5423,-0.13956,111.89634864546525,0.57
Ladbroke Grove,92500,Flat / Apartment,635,1,1,1,London,W11 2HE,Notting Hill,Ladbroke Grove,51.5151,-0.2074,51.5173,-0.211102,145.66929133858267,0.22
Manchuria Road,162500,House,2056,4,4,4,London,SW11 6AE,Battersea,Clapham Junction,51.4544,-0.15528,51.4645,-0.170518,79.03696498054475,0.96
Bellevue Road,82500,Flat / Apartment,840,2,2,2,London,SW17 7EB,Tooting,Tooting,51.4927,-0.240145,51.4278,-0.167967,98.21428571428571,5.46
St. Jamess Drive,90000,Flat / Apartment,1170,3,3,3,London,SW17 7RT,Tooting,Tooting,51.4949,-0.238031,51.4278,-0.167967,76.92307692307692,5.53
Clapham High Street,55000,Flat / Apartment,790,2,2,2,London,SW4 7TP,Clapham,Clapham Common,51.4604,-0.1385,51.4621,-0.137359,69.62025316455696,0.13
Cumberland Mansions,150000,Flat / Apartment,1186,3,3,3,London,W1H 5ZA,Marylebone,Oxford Circus,51.5154,-0.1583,51.5153,-0.142008,126.47554806070826,0.7
Hepworth Court,75000,Flat / Apartment,627,1,1,1,London,SW1W 8QN,Belgravia,Victoria,51.5065,-0.145125,51.4952,-0.1445,119.61722488038278,0.78
Cadogan Gardens,169500,Flat / Apartment,1187,2,2,2,London,SW3 2RB,Chelsea,South Kensington,51.4924,-0.1577,51.494,-0.173044,142.79696714406066,0.67
Florence Street,95000,Flat / Apartment,929,3,3,3,London,N1 2EA,Islington,Angel,51.5407,-0.10181,51.5325,-0.106036,102.2604951560818,0.59
Southgate Road,87500,Flat / Apartment,918,2,2,2,London,N1 3HX,Islington,Angel,51.5441,-0.08392,51.5325,-0.106036,95.31590413943356,1.24
Barnsbury Square,225000,House,1642,4,4,4,London,N1 1JL,Barnsbury,Angel,51.5415,-0.11104,51.5325,-0.106036,137.02801461632157,0.66
South Hill Park Gardens,439500,House,3292,5,5,5,London,NW3 2TD,Hampstead,Hampstead,51.5581,-0.16322,51.5565,-0.178301,133.50546780072904,0.66
Makepeace Mansions,439950,Flat / Apartment,466,1,1,1,London,N6 6ES,Highgate,Highgate,51.565,-0.14752,51.5706,-0.14924,944.0987124463519,0.39
Bridgepoint Place,179500,House,1669,4,4,4,London,N6 5LJ,Highgate,Highgate,51.5707,-0.13917,51.5706,-0.14924,107.54943079688437,0.43
Bishops Road,81500,Flat / Apartment,969,3,3,3,London,SW6 7AD,Fulham,Imperial Wharf,51.4763,-0.1819,51.4751,-0.182927,84.10732714138287,0.09
Letterstone Road,137500,House,1427,4,4,4,London,SW6 7BA,Fulham,Imperial Wharf,51.4773,-0.1809,51.4751,-0.182927,96.35599159074982,0.18
Courtfield Gardens,225000,Flat / Apartment,1700,3,3,3,London,SW5 0PD,Earls Court,Earls Court,51.4907,-0.1845,51.4916,-0.193903,132.35294117647058,0.41
Courtfield Gardens,265000,Flat / Apartment,1393,2,2,2,London,SW5 0ND,Earls Court,Earls Court,51.4902,-0.1864,51.4916,-0.193903,190.23689877961235,0.34
Icon Apartments,48000,Flat / Apartment,732,2,2,2,London,E1 4FX,Stepney,Aldgate East,51.5203,-0.04124,51.5156,-0.070839,65.57377049180327,1.31
Streathbourne Road,197500,House,2827,6,6,6,London,SW17 8QZ,Tooting,Tooting,51.4967,-0.236219,51.4278,-0.167967,69.86204457021577,5.59
Linnet Mews,62500,House,638,2,2,2,London,SW12 8JE,Balham,Balham,51.4491,-0.15745,51.4452,-0.1517,97.96238244514106,0.37
Thurleigh Road,185000,House,2286,4,4,4,London,SW12 8TY,Balham,Balham,51.4436,-0.147905,51.4452,-0.1517,80.92738407699038,0.2
Tantallon Road,160000,House,2201,5,5,5,London,SW12 8DF,Balham,Balham,51.4454,-0.15649,51.4452,-0.1517,72.69422989550205,0.21
Chandlers Avenue,399995,Flat / Apartment,553,1,1,1,London,SE10 0NN,Greenwich,Greenwich,51.4969,0.01158,51.4686,0.048831,723.3182640144665,2.53
Cranbrook Road,135000,House,1628,4,4,4,London,W4 2LJ,Chiswick,Chiswick Park,51.4926,-0.2666,51.4946,-0.267874,82.92383292383292,0.15
Copenhagen Gardens,76000,House,919,2,2,2,London,W4 5NN,Chiswick,Chiswick Park,51.4931,-0.2962,51.4946,-0.267874,82.69858541893362,1.22
Eastbourne Road,160000,House,1983,4,4,4,London,W4 3EB,Chiswick,Chiswick Park,51.4911,-0.2815,51.4946,-0.267874,80.68582955118508,0.63
Old Church Street,50000,Flat / Apartment,373,1,1,1,London,SW3 5BZ,Chelsea,South Kensington,51.4906,-0.175,51.494,-0.173044,134.04825737265415,0.25
Meredyth Road,235000,House,2200,5,5,5,London,SW13 0DY,Barnes,Barnes Bridge,51.4806,-0.242991,51.472,-0.252633,106.81818181818181,0.72
Arundel Terrace,132500,House,1476,3,3,3,London,SW13 8DS,Barnes,Barnes Bridge,51.4827,-0.235218,51.472,-0.252633,89.76964769647697,1.05
Dawes Road,135000,House,1707,4,4,4,London,SW6 7EJ,Fulham,Imperial Wharf,51.4771,-0.1839,51.4751,-0.182927,79.08611599297012,0.14
Hunts Paper Factory,85000,Flat / Apartment,906,2,2,2,London,SW6 6TU,Fulham,Imperial Wharf,51.4744,-0.1818,51.4751,-0.182927,93.81898454746137,0.07
Brackenbury Road,150000,Duplex,2024,4,4,4,London,W6 0BE,Hammersmith,Hammersmith,51.495,-0.2386,51.492,-0.22364,74.11067193675889,0.68
Television Centre,109000,New development,923,2,2,2,London,W12 7FS,Shepherds Bush,Shepherds Bush,51.5123,-0.2385,51.5053,-0.222986,118.0931744312026,0.82
Television Centre,142500,Flat / Apartment,1067,2,2,2,London,W12 7GS,Shepherds Bush,Shepherds Bush,51.5144,-0.2371,51.5053,-0.222986,133.55201499531395,0.87
Robertson Street,92500,House,1518,4,4,4,London,SW8 3TJ,Kensington,Vauxhall,51.4719,-0.1278,51.4875,-0.12293,60.93544137022398,1.1
Simpson Street,108000,House,1435,3,3,3,London,SW11 3HN,Battersea,Clapham Junction,51.471,-0.17212,51.4645,-0.170518,75.26132404181185,0.45
Albany Mansions,110000,Flat / Apartment,942,2,2,2,London,SW11 4PQ,Battersea,Clapham Junction,51.4791,-0.16532,51.4645,-0.170518,116.7728237791932,1.03
Latchmere Road,10000,House,1523,4,4,4,London,SW11 2DS,Battersea,Clapham Junction,51.4695,-0.16387,51.4645,-0.170518,6.5659881812212735,0.45
Waterside Point,250000,Flat / Apartment,1717,2,2,2,London,SW11 4PD,Battersea,Clapham Junction,51.4806,-0.16687,51.4645,-0.170518,145.60279557367502,1.12
Sutherland Street,65000,Flat / Apartment,509,1,1,1,London,SW1V 4LA,Pimlico,Victoria,51.4888,-0.144011,51.4952,-0.1445,127.70137524557957,0.44
Old Market Square,50000,Flat / Apartment,815,3,3,3,London,E2 7PQ,Bethnal Green,Bethnal Green,51.5283,-0.07339,51.5303,-0.056163,61.34969325153374,0.75
Ridgmount Gardens,80000,Flat / Apartment,558,2,2,2,London,WC1E 7AX,Bloomsbury,Russell Square,51.5195,-0.1326,51.5231,-0.124253,143.36917562724014,0.44
Rathbone Square,114000,New development,580,1,1,1,London,W1T 1JN,Fitzrovia,Goodge Street,51.5198,-0.1368,51.5206,-0.134357,196.55172413793105,0.12
Bryanston Court,215000,Flat / Apartment,1969,3,3,3,London,W1H 7HE,Marylebone,Oxford Circus,51.5165,-0.1534,51.5153,-0.142008,109.19248349415948,0.5
Craven Street,20000,Flat / Apartment,1415,2,2,2,London,WC2N 5NS,Covent Garden,Charing Cross,51.5106,-0.1231,51.5075,-0.123689,14.134275618374557,0.22
Boundaries Road,147500,House,2366,4,4,4,London,SW12 8HF,Balham,Balham,51.4406,-0.16236,51.4452,-0.1517,62.341504649196956,0.56
Blandford Street,69500,Flat / Apartment,429,1,1,1,London,W1U 8AG,Marylebone,Bond Street,51.5153,-0.1511,51.5145,-0.149193,162.004662004662,0.1
Huntsmore House,189500,Penthouse,1447,3,3,3,London,W8 6LZ,Kensington,High Street Kensington,51.4981,-0.197,51.5003,-0.19211,130.96060815480305,0.26
Enfield Road,58500,Flat / Apartment,750,2,2,2,London,N1 5EN,Islington,Angel,51.5398,-0.07735,51.5325,-0.106036,78.0,1.33
Parkholme Road,152500,House,1750,4,4,4,London,E8 3AQ,Hackney,Hackney Downs,51.5457,-0.06867,51.5486,-0.060686,87.14285714285714,0.4
Dashwood House,150000,Flat / Apartment,1311,3,3,3,London,W5 2JU,Ealing,Ealing Broadway,51.5078,-0.3078,51.515,-0.300407,114.41647597254004,0.59
North Common Road,295000,House,4125,6,6,6,London,W5 2QB,Ealing,Ealing Broadway,51.51,-0.3041,51.515,-0.300407,71.51515151515152,0.38
North Avenue,295000,House,3165,5,5,5,London,W13 8AP,Ealing,West Ealing,51.5107,-0.3216,51.5135,-0.320689,93.20695102685625,0.2
Magna Square,85000,House,1326,3,3,3,London,SW14 8LH,East Sheen,Mortlake,51.4732,-0.259171,51.4699,-0.268523,64.1025641025641,0.46
Bickley Street,52500,Flat / Apartment,714,2,2,2,London,SW17 9NE,Tooting,Tooting,51.4981,-0.23486,51.4278,-0.167967,73.52941176470588,5.65
Cavendish Road,55000,Flat / Apartment,701,2,2,2,London,SW12 0PQ,Balham,Balham,51.4424,-0.14385,51.4452,-0.1517,78.45934379457917,0.39
Calbourne Road,135000,House,1605,4,4,4,London,SW12 8LR,Balham,Balham,51.4434,-0.14734,51.4452,-0.1517,84.11214953271028,0.23
Addison Gardens,82500,Flat / Apartment,753,2,2,2,London,W14 0DP,West Kensington,West Kensington,51.4948,-0.2123,51.4907,-0.205944,109.56175298804781,0.39
Malpas Road,59000,House,1271,4,4,4,London,E8 1NA,Hackney,Hackney Downs,51.5475,-0.0583,51.5486,-0.060686,46.42014162077105,0.13
Burnfoot Avenue,165000,House,2042,5,5,5,London,SW6 5EA,Fulham,Imperial Wharf,51.472,-0.1823,51.4751,-0.182927,80.80313418217433,0.22
College Building,62500,Flat / Apartment,776,1,1,1,London,SW11 4FR,Battersea,Clapham Junction,51.4753,-0.15368,51.4645,-0.170518,80.54123711340206,1.04
Goswell Road,75000,Flat / Apartment,789,2,2,2,London,EC1V 7AH,Islington,Old Street,51.5301,-0.10299,51.5256,-0.087609,95.05703422053232,0.73
London Mill Apartments,53900,Flat / Apartment,610,2,2,2,London,E2 8FS,Bethnal Green,Bethnal Green,51.5349,-0.07312,51.5303,-0.056163,88.36065573770492,0.8
Enmore Gardens,150000,House,1580,4,4,4,London,SW14 8RF,Mortlake,Mortlake,51.4738,-0.258567,51.4699,-0.268523,94.9367088607595,0.51
East Sheen Avenue,250000,House,3058,6,6,6,London,SW14 8AU,East Sheen,Mortlake,51.471,-0.261285,51.4699,-0.268523,81.75277959450621,0.32
Lowndes Square,149500,Flat / Apartment,886,2,2,2,London,SW1X 9JU,Belgravia,Victoria,51.5007,-0.1646,51.4952,-0.1445,168.73589164785554,0.94
Eagle Wharf Court,110000,Flat / Apartment,1058,2,2,2,London,SE1 2LZ,South Bank,London Bridge,51.5038,-0.07458,51.508,-0.087672,103.96975425330812,0.63
Corfton Road,30000,Flat / Apartment,6049,5,5,5,London,W5 2HT,Ealing,Ealing Broadway,51.5106,-0.3104,51.515,-0.300407,4.959497437592991,0.53
Christchurch Road,269500,House,2938,6,6,6,London,SW14 7AT,East Sheen,Mortlake,51.469,-0.263248,51.4699,-0.268523,91.7290673927842,0.24
Drapers Court,72500,Flat / Apartment,800,2,2,2,London,SW11 4DF,Battersea,Clapham Junction,51.4757,-0.15306,51.4645,-0.170518,90.625,1.08
Belgrave Mansions,170000,Flat / Apartment,1303,3,3,3,London,NW8 0RA,Westminster,St. Johns Wood,51.5373,-0.18436,51.5317,-0.17419,130.46815042210284,0.58
