@relation 'weka_london_housing_with_stations_crimerate-weka.filters.unsupervised.attribute.Remove-R1-2,5-10,12-15'

@attribute house_type {House,'Flat / Apartment','New development',Penthouse,Studio,Duplex,Mews}
@attribute area_in_sq_ft numeric
@attribute nearest_station {Wimbledon,'Old Street','Putney Bridge',Paddington,'Clapham Junction','Imperial Wharf','High Street Kensington',Tooting,Highgate,'St. Johns Wood',Hampstead,Brixton,Angel,'West Hampstead','Earls Court',Balham,'Chiswick Park','West Brompton','Barnes Bridge','Clapham Common',Homerton,Hornsey,Streatham,'Shepherds Bush',Bromley-by-Bow,'Camden Town','Gospel Oak','Oxford Circus','Ealing Broadway',Charlton,'Chancery Lane',Victoria,'South Kensington','Hackney Downs',Hammersmith,'Maida Vale','Golders Green',Temple,Mortlake,Vauxhall,'Wandsworth Town','Ladbroke Grove',Barbican,'London Bridge','Piccadilly Circus','West Kensington',Canonbury,'Bethnal Green','Woolwich Arsenal','Canary Wharf',Kennington,'Caledonian Road & Barnsbury','Aldgate East','West Ealing','Russell Square','Tower Gateway','Raynes Park','Leicester Square','Bond Street',Cricklewood,'Finsbury Park',Greenwich,'Canada Water','Goodge Street','Charing Cross','Acton Central','Green Park','West Dulwich','Mill Hill East',Farringdon,Hanwell,'Royal Victoria','Latimer Road','Liverpool Street',Moorgate,'Hackney Central',Westminster,'Peckham Rye',Chingford,'East Finchley','Dalston Junction',Blackfriars,Blackheath,'Covent Garden',Lewisham,Stratford,'Kew Bridge',Bank}
@attribute price_per_sqft numeric
@attribute distance_miles numeric
@attribute no_of_crimes_per_year numeric

@data
'Flat / Apartment',693,'Maida Vale',90.18759,0.39,23748
House,2048,'Hackney Downs',80.566406,0.35,33036
'New development',666,'West Ealing',78.828829,0.07,32364
'Flat / Apartment',992,'Clapham Common',80.645161,0.13,34956
House,1716,Tooting,57.983683,5.41,28092
House,634,'Latimer Road',122.239748,0.49,23748
House,2287,'Wandsworth Town',69.74202,3.5,28092
'Flat / Apartment',1438,'Wandsworth Town',104.311544,3.37,28092
'Flat / Apartment',1550,Victoria,241.935484,1.15,23748
'Flat / Apartment',1039,'Wandsworth Town',86.14052,3.33,28092
Duplex,890,'Clapham Junction',73.033708,0.27,28092
House,1918,'Clapham Common',72.732013,0.25,34956
'New development',547,'West Hampstead',100.548446,1.09,31164
House,1378,Angel,112.481858,1.38,31164
'Flat / Apartment',1752,Hampstead,162.671233,1.07,31164
'Flat / Apartment',2557,'Imperial Wharf',87.993743,0.71,22068
'New development',807,'Ealing Broadway',73.729864,0.9,32364
House,1758,Mortlake,69.681456,0.47,13728
'Flat / Apartment',2264,'Canary Wharf',59.628975,0.66,32976
'New development',773,Bromley-by-Bow,70.504528,0.3,32976
House,1668,'Acton Central',71.642686,0.53,27264
'Flat / Apartment',1030,'London Bridge',130.582524,1.7,35496
'Flat / Apartment',1145,Vauxhall,122.270742,1.09,23748
'Flat / Apartment',1232,'London Bridge',142.045455,1.99,35496
House,1844,'Camden Town',127.440347,0.89,38568
'Flat / Apartment',1142,'St. Johns Wood',94.1331,0.11,76860
House,1637,'Clapham Junction',82.467929,0.91,28092
'Flat / Apartment',1348,'Bond Street',166.913947,0.38,76860
House,1761,Canonbury,80.919932,1.14,31164
'Flat / Apartment',527,Angel,82.542694,1.2,31164
House,3300,Cricklewood,89.393939,0.98,31452
'New development',904,'Ealing Broadway',71.349558,0.9,32364
House,2413,Balham,103.60547,0.23,28092
House,1585,Balham,75.709779,0.16,28092
House,1891,'Barnes Bridge',92.543628,0.98,13728
'Flat / Apartment',924,'Imperial Wharf',78.463203,0.17,22068
House,780,'Clapham Junction',108.974359,0.77,28092
House,2600,Wimbledon,86.5,0.76,28092
'Flat / Apartment',598,'Wandsworth Town',79.431438,3.45,28092
'New development',558,'Wandsworth Town',94.086022,3.47,28092
'Flat / Apartment',400,Homerton,92.5,0.14,33036
'Flat / Apartment',2132,'Aldgate East',117.260788,0.44,32976
House,2046,'Clapham Junction',77.956989,0.48,28092
'Flat / Apartment',764,'Maida Vale',93.586387,0.36,23748
'Flat / Apartment',978,'Maida Vale',100.715746,0.19,23748
Penthouse,1518,'Goodge Street',319.499341,0.31,38568
'Flat / Apartment',420,'Acton Central',83.333333,0.62,27264
House,3467,Mortlake,93.740986,0.25,13728
'New development',1236,'Tower Gateway',175.242718,0.41,24000
'New development',577,'Clapham Junction',83.188908,0.06,28092
'Flat / Apartment',869,'West Kensington',94.936709,0.68,23748
'New development',2768,'Clapham Junction',106.575145,0.86,28092
'Flat / Apartment',784,Wimbledon,74.617347,0.54,28092
House,2041,'South Kensington',145.761881,0.31,23748
'New development',982,'Clapham Common',91.547862,0.49,34956
House,2401,'High Street Kensington',145.772595,0.15,23748
'Flat / Apartment',736,'Hackney Downs',74.728261,1.01,33036
House,1595,Balham,83.0721,0.15,28092
House,2850,Balham,84.210526,0.41,28092
House,3525,Tooting,70.921986,5.59,28092
'Flat / Apartment',1302,'Canary Wharf',88.325653,1.02,32976
'New development',1023,'Royal Victoria',53.763441,2.48,22431
'Flat / Apartment',753,'Old Street',91.633466,0.46,38568
'Flat / Apartment',949,'Liverpool Street',123.814542,0.33,33036
House,2222,'Chiswick Park',9.0009,0.39,27216
House,1223,'Clapham Junction',73.589534,0.66,28092
House,1061,'Clapham Junction',82.469369,0.56,28092
House,1938,Homerton,87.4613,0.24,33036
'Flat / Apartment',960,'St. Johns Wood',88.020833,0.24,76860
House,1213,'Bethnal Green',70.074196,0.88,32976
'Flat / Apartment',1509,Victoria,215.37442,1.26,23748
'Flat / Apartment',1239,'Camden Town',141.242938,0.6,38568
'New development',562,'West Hampstead',97.864769,1.07,31164
'Flat / Apartment',1309,'Oxford Circus',80.213904,0.33,76860
'Flat / Apartment',945,'Bond Street',115.873016,0.07,76860
'Flat / Apartment',985,Hampstead,111.675127,0.35,31164
'Flat / Apartment',2427,Hampstead,12.360939,0.42,31164
House,2416,'Imperial Wharf',88.990066,0.87,22068
House,2129,Mortlake,84.546736,0.3,13728
House,1248,Mortlake,103.766026,0.36,13728
House,2137,Tooting,52.643893,5.4,28092
House,1556,Balham,65.874036,0.24,28092
House,2346,Tooting,71.398124,5.57,28092
House,3251,Hammersmith,84.589357,0.5,22068
'Flat / Apartment',670,'West Brompton',74.626866,0.47,23748
House,2638,'West Kensington',95.526914,0.29,23748
'Flat / Apartment',1023,'West Kensington',84.55523,0.36,23748
'Flat / Apartment',875,'Clapham Junction',80,1.22,28092
House,1295,'Clapham Junction',104.247104,0.62,28092
'Flat / Apartment',1215,Victoria,283.950617,0.77,76860
'Flat / Apartment',1066,'Wandsworth Town',72.701689,3.28,28092
House,1697,'Wandsworth Town',70.418385,3.86,28092
Penthouse,1200,Homerton,60.416667,0.2,33036
'Flat / Apartment',606,'Old Street',115.511551,0.6,38568
'Flat / Apartment',796,'Old Street',87.311558,0.44,38568
'Flat / Apartment',827,Moorgate,157.073761,0.13,24000
House,1894,'Putney Bridge',77.877508,2.13,28092
House,3336,'Putney Bridge',88.429257,2.06,28092
'Flat / Apartment',570,Balham,78.947368,0.22,28092
'Flat / Apartment',672,'Clapham Junction',81.845238,0.53,28092
'Flat / Apartment',1297,'Piccadilly Circus',173.477255,0.21,76860
'Flat / Apartment',667,Canonbury,97.451274,0.93,31164
House,900,'Imperial Wharf',94.444444,0.66,22068
'Flat / Apartment',1027,'Imperial Wharf',80.331061,0.54,22068
House,1678,'Imperial Wharf',110.250298,1.18,22068
'Flat / Apartment',1390,'Imperial Wharf',125.899281,0.44,22068
House,3100,'Imperial Wharf',101.612903,0.26,22068
'Flat / Apartment',752,'South Kensington',158.909574,0.37,23748
'Flat / Apartment',973,'Tower Gateway',97.636177,0.85,32976
'New development',817,'Imperial Wharf',128.518972,1.05,22068
'New development',4453,'Raynes Park',87.469122,0.18,28092
'Flat / Apartment',502,'St. Johns Wood',84.661355,0.46,76860
'Flat / Apartment',670,'Putney Bridge',65.522388,2.03,28092
House,2742,Paddington,164.113786,1.54,23748
House,1327,Canonbury,113.036925,0.74,31164
'Flat / Apartment',513,Angel,121.832359,0.29,31164
'Flat / Apartment',565,Angel,76.99115,1.25,31164
'Flat / Apartment',743,'Gospel Oak',114.401077,0.46,31164
House,3125,'Clapham Common',86.24,0.27,34956
House,2389,'Chiswick Park',94.181666,0.83,27216
House,2033,'Chiswick Park',83.620266,0.54,27216
House,2160,'South Kensington',159.722222,0.4,23748
House,3098,'Barnes Bridge',104.906391,1.34,13728
'Flat / Apartment',650,Hammersmith,100,0.74,22068
'Flat / Apartment',981,'Shepherds Bush',142.201835,0.83,22068
'Flat / Apartment',705,'Wandsworth Town',67.375887,3.59,28092
House,1810,'Putney Bridge',69.060773,2.09,28092
House,1468,'Putney Bridge',78.337875,2.12,28092
'Flat / Apartment',815,'Wandsworth Town',85.276074,3.82,28092
House,2325,'Clapham Junction',90.322581,0.96,28092
'Flat / Apartment',838,'Clapham Common',89.498807,0.15,34956
House,1456,'Clapham Junction',96.085165,0.45,28092
Penthouse,1774,'Goodge Street',267.756483,0.18,38568
House,1969,Angel,115.540884,0.77,31164
House,2707,Mortlake,73.69782,0.41,13728
House,1109,Mortlake,81.064022,0.5,13728
House,2050,Mortlake,76.829268,0.45,13728
'Flat / Apartment',655,'Tower Gateway',129.770992,0.25,32976
House,1683,Balham,74.272133,0.26,28092
House,3391,Hammersmith,110.586848,0.99,22068
House,1423,'Chiswick Park',69.922699,1.18,27216
House,1163,'Chiswick Park',73.086844,0.25,27216
'Flat / Apartment',1898,'West Brompton',126.448894,0.65,23748
House,1334,Tooting,65.592204,5.39,28092
'Flat / Apartment',602,'St. Johns Wood',112.126246,0.37,76860
'Flat / Apartment',953,'Camden Town',77.124869,0.31,38568
'Flat / Apartment',1082,'Clapham Common',85.489834,0.15,34956
House,2547,Cricklewood,51.04044,0.57,31452
House,2212,Angel,108.273056,0.64,31164
'Flat / Apartment',675,Angel,74.074074,0.97,31164
House,2241,Angel,113.788487,1.12,31164
'New development',721,'Hackney Central',83.217753,1.16,33036
'Flat / Apartment',702,'Hackney Downs',84.045584,0.88,33036
House,674,Angel,81.602374,1.44,31164
House,1716,'Imperial Wharf',96.153846,0.11,22068
House,1700,'West Ealing',73.529412,0.71,32364
'Flat / Apartment',830,'Aldgate East',72.168675,0.44,32976
House,1800,Balham,73.611111,0.22,28092
'Flat / Apartment',1862,'Raynes Park',72.502685,0.66,28092
House,1681,Wimbledon,72.87329,0.69,28092
'Flat / Apartment',779,Wimbledon,83.440308,0.54,28092
House,2607,'St. Johns Wood',172.420407,0.37,76860
'Flat / Apartment',461,'Putney Bridge',100.867679,2.1,28092
'Flat / Apartment',1155,'Clapham Junction',90.909091,0.34,28092
'Flat / Apartment',684,'Clapham Junction',95.02924,0.42,28092
'Flat / Apartment',928,'Clapham Junction',83.512931,0.38,28092
'Flat / Apartment',676,Angel,92.455621,1.1,31164
'Flat / Apartment',1405,Hampstead,128.113879,0.36,31164
'Flat / Apartment',1368,Balham,56.652047,0.32,28092
'New development',2875,'Chiswick Park',71.304348,1.26,27216
'Flat / Apartment',936,'Barnes Bridge',82.799145,1.62,13728
'Flat / Apartment',1258,Tooting,70.349762,5.47,28092
House,2803,'Clapham Junction',85.622547,0.86,28092
House,1388,Wimbledon,59.43804,0.35,28092
House,1566,'Wandsworth Town',71.83908,3.88,28092
House,1306,'Wandsworth Town',7.656968,3.27,28092
'Flat / Apartment',670,'St. Johns Wood',52.238806,0.64,76860
House,1831,'Ladbroke Grove',196.613872,0.19,23748
House,2202,'Clapham Junction',93.097184,0.98,28092
Duplex,992,'Clapham Junction',77.116935,0.32,28092
'Flat / Apartment',1101,'Maida Vale',152.134423,0.27,23748
'Flat / Apartment',1002,'Oxford Circus',137.225549,0.71,76860
Mews,993,'Oxford Circus',135.951662,0.3,76860
House,2285,'High Street Kensington',168.490153,0.15,23748
House,2537,Angel,98.541585,0.78,31164
House,4653,Highgate,99.935525,0.74,29436
'Flat / Apartment',1902,'Earls Court',197.160883,0.38,23748
House,1338,Mortlake,78.475336,0.56,13728
House,2200,'Aldgate East',80.681818,0.46,32976
'New development',773,Bromley-by-Bow,71.151358,0.3,32976
House,2953,'Chiswick Park',91.432442,0.75,27216
'Flat / Apartment',580,'Chiswick Park',689.568966,0.67,27216
'New development',545,'Putney Bridge',109.174312,2.07,28092
House,2988,'West Brompton',107.095047,0.53,23748
'Flat / Apartment',778,Kennington,86.760925,0.56,35496
'New development',864,Wimbledon,88.541667,0.14,28092
'Flat / Apartment',1428,'Wandsworth Town',56.022409,1.24,28092
'Flat / Apartment',651,'St. Johns Wood',128.264209,0.39,76860
'Flat / Apartment',1160,'Goodge Street',206.465517,0.43,38568
House,1738,'Oxford Circus',186.996548,0.15,76860
'New development',1451,'West Brompton',206.064783,0.85,23748
House,4225,Mortlake,42.60355,0.39,13728
House,2800,Mortlake,82.142857,0.53,13728
'New development',429,'Canary Wharf',133.566434,0.17,32976
'Flat / Apartment',704,'Chancery Lane',118.607955,0.3,38568
House,2354,'Chiswick Park',93.457944,0.47,27216
'Flat / Apartment',680,'West Kensington',102.941176,0.35,23748
'Flat / Apartment',1711,Westminster,162.185856,0.36,76860
'Flat / Apartment',1076,Wimbledon,69.702602,0.46,28092
House,1538,'Wandsworth Town',77.698309,1.3,28092
House,2173,'Wandsworth Town',65.577543,3.74,28092
'Flat / Apartment',420,Homerton,90.47619,0.12,33036
House,2149,'Putney Bridge',9.306654,2.04,28092
House,1875,Tooting,79.466667,5.46,28092
House,2364,'Clapham Junction',74.027073,0.91,28092
'New development',818,Hornsey,86.797066,0.37,29436
'New development',810,'Imperial Wharf',112.962963,1.05,22068
House,2078,Angel,9.624639,0.35,31164
'Flat / Apartment',495,Angel,85.858586,0.65,31164
'Flat / Apartment',1186,Hampstead,88.532884,0.5,31164
House,1906,'Imperial Wharf',60.335782,1.07,22068
House,2100,Mortlake,86.904762,0.33,13728
House,1795,Balham,73.816156,0.29,28092
House,1950,Balham,74.358974,0.08,28092
House,1112,Balham,80.485612,0.45,28092
'Flat / Apartment',853,'Chiswick Park',64.478312,0.88,27216
'Flat / Apartment',500,'West Brompton',110,0.67,23748
House,1261,'Barnes Bridge',83.267248,0.53,13728
House,2637,'Barnes Bridge',104.285173,1.68,13728
House,2061,'Clapham Junction',86.608443,0.89,28092
Studio,332,Westminster,135.542169,0.37,76860
'Flat / Apartment',515,Wimbledon,72.815534,0.61,28092
'New development',1688,'Imperial Wharf',11.848341,1.05,22068
House,1828,Angel,87.253829,0.8,31164
'Flat / Apartment',780,'West Hampstead',76.923077,0.51,31164
House,1310,Balham,75.954198,0.29,28092
House,1355,'Acton Central',77.490775,0.39,27264
'Flat / Apartment',990,'West Brompton',139.89899,0.59,23748
'Flat / Apartment',1106,'Raynes Park',58.770344,0.51,28092
'Flat / Apartment',525,'Wandsworth Town',71.428571,0.44,28092
House,1168,'Putney Bridge',76.969178,2.04,28092
House,1055,'Putney Bridge',94.312796,2.11,28092
House,2368,'Putney Bridge',71.579392,2.05,28092
'Flat / Apartment',815,'Putney Bridge',60.736196,2.14,28092
'Flat / Apartment',665,Hampstead,116.541353,1.35,31164
'Flat / Apartment',1582,'Clapham Common',72.692794,0.49,34956
House,4102,Highgate,107.264749,0.66,29436
House,2362,'Gospel Oak',97.375106,0.89,31164
'New development',983,'Ealing Broadway',78.840285,0.65,32364
'Flat / Apartment',676,'Earls Court',92.455621,0.56,23748
House,1496,Mortlake,86.898396,0.24,13728
House,540,'Peckham Rye',97.222222,0.11,35496
'New development',581,'Chiswick Park',90.361446,1.26,27216
House,1648,'Imperial Wharf',100.121359,0.1,22068
'Flat / Apartment',936,'Raynes Park',67.84188,0.24,28092
House,1884,Wimbledon,82.271762,0.8,28092
Penthouse,1190,'Wandsworth Town',8.403361,0.98,28092
'Flat / Apartment',779,'Bond Street',170.089859,0.12,76860
'Flat / Apartment',1023,Angel,92.864125,0.89,31164
House,1580,'Ealing Broadway',72.78481,1.45,32364
'New development',989,'Ealing Broadway',80.384226,0.65,32364
'Flat / Apartment',911,'West Brompton',126.234907,0.32,23748
House,2000,Balham,72.5,0.32,28092
House,2328,Brixton,66.580756,0.45,34956
Penthouse,1127,'Royal Victoria',64.773736,2.48,22431
House,1010,'Clapham Junction',85.148515,0.51,28092
'Flat / Apartment',960,Victoria,130.208333,0.39,76860
House,1940,'Putney Bridge',66.752577,2.1,28092
'Flat / Apartment',1452,'Putney Bridge',40.977961,2.03,28092
House,1875,'Clapham Junction',85.333333,0.91,28092
'New development',2694,'Goodge Street',148.292502,0.43,38568
House,2011,Hampstead,14.917951,0.57,31164
House,2907,'Imperial Wharf',85.999312,0.31,22068
House,1263,Mortlake,93.032462,0.24,13728
House,2360,'Clapham Junction',88.983051,1.15,28092
'Flat / Apartment',1181,'Clapham Junction',63.082134,0.69,28092
'Flat / Apartment',468,Victoria,119.65812,0.44,23748
House,3831,Wimbledon,63.951971,0.31,28092
House,4569,'Raynes Park',50.22981,0.51,28092
House,2443,Wimbledon,98.035203,0.74,28092
Penthouse,1600,'Aldgate East',78.125,0.36,32976
'Flat / Apartment',1254,'Hackney Downs',67.783094,0.6,33036
House,1522,'South Kensington',195.466491,0.49,23748
House,2472,'Putney Bridge',32.160194,2.03,28092
House,1297,'Wandsworth Town',64.379337,3.33,28092
House,3709,'Wandsworth Town',94.365058,0.91,28092
House,4095,'Wandsworth Town',85.470085,0.91,28092
'Flat / Apartment',833,'Clapham Junction',87.635054,0.75,28092
House,1643,'South Kensington',234.32745,0.6,23748
House,1298,Angel,92.449923,0.23,31164
House,1206,Angel,87.064677,0.29,31164
'Flat / Apartment',794,'Caledonian Road & Barnsbury',62.972292,0.47,31164
'Flat / Apartment',1034,Angel,55.609284,1.52,31164
'Flat / Apartment',741,'Caledonian Road & Barnsbury',77.597841,1.02,31164
'Flat / Apartment',759,Angel,592.819499,0.99,31164
House,2311,Angel,114.668974,0.21,31164
'Flat / Apartment',492,'Caledonian Road & Barnsbury',101.626016,0.49,31164
House,1248,Canonbury,84.134615,0.69,31164
'Flat / Apartment',640,Angel,98.28125,0.52,31164
House,2099,'Imperial Wharf',80.514531,0.77,22068
Studio,297,'Earls Court',129.62963,0.49,23748
'Flat / Apartment',963,'South Kensington',150.571132,0.38,23748
'Flat / Apartment',1189,'London Bridge',147.182506,0.61,35496
Studio,680,'Tower Gateway',66.176471,0.87,32976
'New development',1023,'Royal Victoria',56.207234,2.48,22431
'New development',558,'Chiswick Park',103.046595,1.26,27216
'Flat / Apartment',786,'Barnes Bridge',61.704835,1.01,13728
'New development',678,Chingford,51.622419,0.49,24888
'Flat / Apartment',564,'West Kensington',88.652482,0.67,23748
House,1981,Tooting,73.195356,5.44,28092
House,2188,Victoria,91.179159,0.45,76860
House,1962,'Wandsworth Town',63.710499,3.52,28092
House,2266,'Wandsworth Town',77.228597,3.73,28092
House,2485,'Wandsworth Town',67.404427,3.76,28092
House,1958,Homerton,86.823289,0.14,33036
House,2565,'Putney Bridge',81.871345,2.03,28092
'Flat / Apartment',836,'Oxford Circus',119.019139,0.66,76860
'Flat / Apartment',439,Angel,99.088838,0.83,31164
'Flat / Apartment',793,Angel,71.248424,0.53,31164
Mews,1568,Hampstead,92.47449,0.91,31164
'New development',1446,'Tower Gateway',207.123098,0.41,24000
'New development',1163,'Tower Gateway',214.531384,0.41,24000
House,2599,'Clapham Junction',117.352828,1.07,28092
House,1669,'Wandsworth Town',86.87837,3.78,28092
House,2136,'Wandsworth Town',67.883895,3.61,28092
House,2270,'Putney Bridge',72.687225,2.04,28092
'New development',1693,'Imperial Wharf',11.813349,1.05,22068
'Flat / Apartment',1003,Angel,89.631107,1.22,31164
'Flat / Apartment',1351,'Imperial Wharf',103.552924,0.66,22068
'Flat / Apartment',1253,'Imperial Wharf',99.760575,0.74,22068
House,1018,Mortlake,78.585462,0.39,13728
House,4056,Tooting,67.800789,5.59,28092
'Flat / Apartment',877,Streatham,74.116306,6.34,34956
'New development',695,Bromley-by-Bow,70.503597,0.34,32976
House,2607,'Shepherds Bush',101.649405,0.52,22068
House,3797,Wimbledon,70.977087,0.68,28092
House,2503,'Wandsworth Town',75.709149,3.67,28092
'Flat / Apartment',1236,'Wandsworth Town',88.996764,3.45,28092
'Flat / Apartment',729,'Wandsworth Town',73.388203,0.44,28092
'Flat / Apartment',849,'Wandsworth Town',64.782097,0.44,28092
'Flat / Apartment',875,Hampstead,95.428571,0.99,31164
'Flat / Apartment',1438,'Goodge Street',131.78025,0.1,38568
House,1889,'High Street Kensington',174.695606,0.31,23748
'New development',930,Homerton,66.666667,0.35,33036
'New development',832,Homerton,69.711538,0.35,33036
'New development',840,Homerton,70.238095,0.35,33036
House,1163,'Imperial Wharf',105.33104,0.13,22068
House,1389,'Acton Central',61.195104,0.44,27264
House,2441,'Acton Central',56.329373,0.58,27264
House,2766,'Acton Central',66.883586,0.47,27264
'New development',904,'Ealing Broadway',69.690265,0.9,32364
'New development',776,'Ealing Broadway',83.762887,0.65,32364
'Flat / Apartment',531,Farringdon,122.410546,0.31,38568
'Flat / Apartment',939,'Old Street',101.171459,0.69,38568
House,1705,'Shepherds Bush',99.41349,1.32,22068
House,1098,'Shepherds Bush',71.493625,1.09,22068
House,2028,Wimbledon,71.499014,0.39,28092
House,2336,Wimbledon,76.840753,0.7,28092
'Flat / Apartment',1677,'St. Johns Wood',172.927847,0.66,76860
House,3235,'Putney Bridge',52.395672,2.05,28092
'Flat / Apartment',983,'Wandsworth Town',58.494405,0.44,28092
'Flat / Apartment',942,'Clapham Junction',67.409766,0.42,28092
'New development',1688,'Imperial Wharf',124.407583,1.05,22068
House,2150,'Ealing Broadway',55.581395,0.96,32364
'Flat / Apartment',1134,'West Brompton',154.320988,0.26,23748
'Flat / Apartment',637,Brixton,74.568289,0.61,34956
House,1823,Tooting,65.551289,5.48,28092
House,1449,Balham,75.914424,0.32,28092
House,2563,Balham,79.984393,0.19,28092
House,2337,Streatham,52.417629,6.36,36132
'Flat / Apartment',620,Tooting,68.548387,5.52,28092
House,800,Streatham,48.125,6.36,36132
'Flat / Apartment',771,Streatham,51.232166,6.34,34956
'Flat / Apartment',771,'Clapham Junction',68.093385,0.44,28092
'Flat / Apartment',2339,Victoria,117.571612,0.45,76860
House,2358,'Putney Bridge',59.160305,2.05,28092
'Flat / Apartment',1156,'Oxford Circus',172.577855,0.76,76860
'New development',1462,'Imperial Wharf',126.538988,1.05,22068
House,2561,Balham,62.475595,0.31,28092
'New development',1008,'Tower Gateway',250.396825,0.41,24000
'New development',798,'Putney Bridge',97.744361,2.07,28092
'New development',2899,'Chiswick Park',76.750604,1.26,27216
'New development',581,'Chiswick Park',94.664372,1.26,27216
'Flat / Apartment',2245,'West Brompton',207.126949,0.6,23748
House,2894,'Barnes Bridge',108.845888,1.72,13728
House,1179,'Clapham Junction',79.304495,0.66,28092
'Flat / Apartment',613,'Clapham Junction',101.957586,0.81,28092
'Flat / Apartment',1077,'Goodge Street',185.236769,0.28,38568
'Flat / Apartment',399,Angel,137.844612,0.5,31164
House,3318,'East Finchley',78.360458,0.15,31452
House,2087,'Imperial Wharf',103.018687,0.81,22068
House,2001,Mortlake,89.955022,0.32,13728
House,2390,Tooting,58.368201,5.43,28092
House,1370,'Imperial Wharf',80.291971,0.2,22068
'Flat / Apartment',693,'West Kensington',101.010101,0.39,23748
House,1743,'Wandsworth Town',68.846816,3.85,28092
House,2591,'Wandsworth Town',82.014666,3.8,28092
'New development',1063,'Imperial Wharf',134.054563,1.05,22068
'New development',1727,Hampstead,153.445281,1.07,31164
'New development',870,'West Hampstead',89.08046,0.42,31164
House,1980,Balham,71.969697,0.3,28092
House,1727,Tooting,65.141865,5.51,28092
House,1407,Tooting,63.610519,5.64,28092
'Flat / Apartment',884,Streatham,73.529412,6.34,34956
House,1873,Balham,69.140416,0.37,28092
'Flat / Apartment',1527,'West Brompton',137.524558,0.54,23748
House,2006,'Clapham Junction',87.238285,0.71,28092
'Flat / Apartment',807,'Clapham Junction',86.741016,0.49,28092
'Flat / Apartment',1669,Westminster,134.811264,0.33,76860
'Flat / Apartment',1171,Wimbledon,64.047822,0.2,28092
'Flat / Apartment',976,Wimbledon,66.598361,0.51,28092
House,1968,'Wandsworth Town',65.294715,3.77,28092
'Flat / Apartment',692,'Wandsworth Town',86.705202,3.65,28092
'Flat / Apartment',812,'St. Johns Wood',122.536946,0.21,76860
'Flat / Apartment',533,'Wandsworth Town',84.427767,0.96,28092
'New development',1150,'Bond Street',343.478261,0.09,76860
'New development',784,Canonbury,73.341837,0.99,31164
House,1406,'Imperial Wharf',99.573257,0.11,22068
'Flat / Apartment',398,'Ealing Broadway',1004.899497,1.05,32364
'Flat / Apartment',970,'Tower Gateway',69.587629,0.51,32976
'New development',901,'Wandsworth Town',99.889012,3.39,28092
'Flat / Apartment',1155,Wimbledon,72.294372,0.19,28092
'Flat / Apartment',815,Wimbledon,92.02454,0.23,28092
'Flat / Apartment',761,'Wandsworth Town',86.070959,3.32,28092
'Flat / Apartment',1041,'St. Johns Wood',95.581172,0.3,76860
'Flat / Apartment',757,Angel,89.167768,1.15,31164
'Flat / Apartment',946,'Clapham Junction',66.067653,0.31,28092
'Flat / Apartment',666,'Maida Vale',119.369369,0.08,23748
'Flat / Apartment',813,Angel,102.091021,0.96,31164
'Flat / Apartment',758,Angel,65.30343,0.63,31164
House,1636,'Imperial Wharf',82.518337,0.67,22068
'Flat / Apartment',764,'Ealing Broadway',52.356021,0.28,32364
'Flat / Apartment',559,'West Brompton',154.740608,0.22,23748
House,1345,Mortlake,81.784387,0.51,13728
House,2176,Balham,57.444853,0.65,28092
'New development',1847,'Tower Gateway',239.090417,0.41,24000
'Flat / Apartment',1575,Victoria,126.666667,1.32,23748
'Flat / Apartment',694,'Clapham Junction',90.057637,0.52,28092
'Flat / Apartment',642,Angel,88.785047,0.61,31164
'Flat / Apartment',595,'Dalston Junction',75.630252,0.69,33036
'Flat / Apartment',1042,Hampstead,66.698656,0.92,31164
House,1791,Mortlake,76.772753,0.27,13728
House,2302,Tooting,67.332754,5.56,28092
House,1929,'Chiswick Park',111.456713,0.27,27216
'Flat / Apartment',1660,'Clapham Junction',105.421687,1.09,28092
House,1685,'Wandsworth Town',65.281899,3.49,28092
'Flat / Apartment',1172,'Gospel Oak',84.897611,0.92,31164
'Flat / Apartment',650,'Wandsworth Town',73.076923,3.59,28092
'Flat / Apartment',696,'Canary Wharf',71.12069,0.71,32976
House,2605,Wimbledon,68.90595,0.49,28092
House,2001,'Raynes Park',89.705147,0.54,28092
House,1519,'Wandsworth Town',88.874259,3.27,28092
'Flat / Apartment',584,Homerton,81.335616,0.05,33036
House,947,'Wandsworth Town',73.917635,3.4,28092
House,1986,'Clapham Junction',79.305136,0.93,28092
'Flat / Apartment',421,'Bond Street',178.147268,0.1,76860
'New development',1281,'Goodge Street',202.966432,0.21,38568
'Flat / Apartment',1765,'Bond Street',110.481586,0.2,76860
'Flat / Apartment',852,'Goodge Street',140.84507,0.06,38568
'Flat / Apartment',625,'Oxford Circus',134.4,0.25,76860
'Flat / Apartment',848,'Bond Street',123.820755,0.11,76860
'Flat / Apartment',862,'High Street Kensington',11.600928,0.35,23748
'Flat / Apartment',706,'High Street Kensington',155.807365,0.28,23748
'Flat / Apartment',794,Angel,100.755668,1,31164
Penthouse,972,'Bethnal Green',90.020576,0.42,32976
'Flat / Apartment',1055,'Hackney Downs',85.308057,0.38,33036
'Flat / Apartment',1210,Hampstead,72.31405,0.36,31164
House,2654,'Chiswick Park',84.777694,0.46,27216
House,2063,'West Kensington',94.52254,0.5,23748
'New development',474,'Shepherds Bush',100.21097,0.57,22068
House,2235,'Clapham Junction',111.856823,0.76,28092
House,2014,'Clapham Junction',84.160874,0.96,28092
