@relation 'weka_london_housing_with_stations_crimerate-weka.filters.unsupervised.attribute.Remove-R1-2,5-10,12-15'

@attribute house_type {House,'Flat / Apartment','New development',Penthouse,Studio,Duplex,Mews}
@attribute area_in_sq_ft numeric
@attribute nearest_station {Wimbledon,'Old Street','Putney Bridge',Paddington,'Clapham Junction','Imperial Wharf','High Street Kensington',Tooting,Highgate,'St. Johns Wood',Hampstead,Brixton,Angel,'West Hampstead','Earls Court',Balham,'Chiswick Park','West Brompton','Barnes Bridge','Clapham Common',Homerton,Hornsey,Streatham,'Shepherds Bush',Bromley-by-Bow,'Camden Town','Gospel Oak','Oxford Circus','Ealing Broadway',Charlton,'Chancery Lane',Victoria,'South Kensington','Hackney Downs',Hammersmith,'Maida Vale','Golders Green',Temple,Mortlake,Vauxhall,'Wandsworth Town','Ladbroke Grove',Barbican,'London Bridge','Piccadilly Circus','West Kensington',Canonbury,'Bethnal Green','Woolwich Arsenal','Canary Wharf',Kennington,'Caledonian Road & Barnsbury','Aldgate East','West Ealing','Russell Square','Tower Gateway','Raynes Park','Leicester Square','Bond Street',Cricklewood,'Finsbury Park',Greenwich,'Canada Water','Goodge Street','Charing Cross','Acton Central','Green Park','West Dulwich','Mill Hill East',Farringdon,Hanwell,'Royal Victoria','Latimer Road','Liverpool Street',Moorgate,'Hackney Central',Westminster,'Peckham Rye',Chingford,'East Finchley','Dalston Junction',Blackfriars,Blackheath,'Covent Garden',Lewisham,Stratford,'Kew Bridge',Bank}
@attribute price_per_sqft numeric
@attribute distance_miles numeric
@attribute no_of_crimes_per_year numeric

@data
'New development',540,'Canada Water',101.851852,0.32,35496
House,1451,'High Street Kensington',175.740868,0.27,23748
'Flat / Apartment',983,'Wandsworth Town',70.701933,1.34,28092
'Flat / Apartment',1323,'Finsbury Park',54.799698,0.36,33036
'Flat / Apartment',986,'Putney Bridge',68.458418,2.04,28092
Penthouse,1809,'Royal Victoria',60.807076,0.16,36132
'Flat / Apartment',566,Greenwich,79.5053,2.51,28476
'Flat / Apartment',840,'Hackney Downs',75.595238,0.17,33036
House,2035,'Barnes Bridge',73.710074,1.09,13728
House,3244,Hammersmith,143.341554,0.4,22068
'New development',734,'Putney Bridge',94.686649,2.1,28092
'Flat / Apartment',1115,'Tower Gateway',77.578475,0.45,32976
'Flat / Apartment',1300,'Earls Court',91.923077,0.41,23748
'Flat / Apartment',731,'Royal Victoria',61.559508,0.27,36132
'New development',639,'West Ealing',74.334898,0.39,32364
'Flat / Apartment',1021,'Clapham Junction',68.560235,0.68,28092
'Flat / Apartment',1454,'Oxford Circus',127.235213,0.92,76860
House,914,'Clapham Junction',82.056893,0.52,28092
House,586,Wimbledon,115.187713,0.36,28092
'Flat / Apartment',818,'West Hampstead',93.520782,0.76,31164
'Flat / Apartment',789,'Wandsworth Town',79.214195,3.61,28092
'Flat / Apartment',803,Angel,84.059776,1.08,31164
House,1466,Tooting,74.693042,5.55,28092
'Flat / Apartment',1012,'Clapham Junction',113.636364,0.74,28092
'Flat / Apartment',1018,Angel,84.479371,0.58,31164
'New development',1615,Hampstead,154.798762,0.62,31164
House,3583,'Putney Bridge',94.753,2.03,28092
'Flat / Apartment',1077,Victoria,111.420613,0.35,76860
'Flat / Apartment',947,'Wandsworth Town',62.829989,0.45,28092
'Flat / Apartment',402,Wimbledon,93.283582,0.32,28092
House,2626,'Wandsworth Town',68.545316,0.4,28092
House,4180,'Raynes Park',65.789474,0.52,28092
'Flat / Apartment',680,'Wandsworth Town',84.558824,3.7,28092
House,2265,'Wandsworth Town',68.432671,3.75,28092
'Flat / Apartment',1636,'Camden Town',103.606357,1.75,38568
'Flat / Apartment',514,'St. Johns Wood',116.731518,0.11,76860
House,1450,'Putney Bridge',84.482759,2.11,28092
'New development',849,'Camden Town',111.896349,0.57,38568
'Flat / Apartment',635,'Ladbroke Grove',145.669291,0.22,23748
House,2056,'Clapham Junction',79.036965,0.96,28092
'Flat / Apartment',840,Tooting,98.214286,5.46,28092
'Flat / Apartment',1170,Tooting,76.923077,5.53,28092
'Flat / Apartment',790,'Clapham Common',69.620253,0.13,34956
'Flat / Apartment',1186,'Oxford Circus',126.475548,0.7,76860
'Flat / Apartment',627,Victoria,119.617225,0.78,23748
'Flat / Apartment',1187,'South Kensington',142.796967,0.67,23748
'Flat / Apartment',929,Angel,102.260495,0.59,31164
'Flat / Apartment',918,Angel,95.315904,1.24,31164
House,1642,Angel,137.028015,0.66,31164
House,3292,Hampstead,133.505468,0.66,31164
'Flat / Apartment',466,Highgate,944.098712,0.39,29436
House,1669,Highgate,107.549431,0.43,29436
'Flat / Apartment',969,'Imperial Wharf',84.107327,0.09,22068
House,1427,'Imperial Wharf',96.355992,0.18,22068
'Flat / Apartment',1700,'Earls Court',132.352941,0.41,23748
'Flat / Apartment',1393,'Earls Court',190.236899,0.34,23748
'Flat / Apartment',732,'Aldgate East',65.57377,1.31,32976
House,2827,Tooting,69.862045,5.59,28092
House,638,Balham,97.962382,0.37,28092
House,2286,Balham,80.927384,0.2,28092
House,2201,Balham,72.69423,0.21,28092
'Flat / Apartment',553,Greenwich,723.318264,2.53,28476
House,1628,'Chiswick Park',82.923833,0.15,27216
House,919,'Chiswick Park',82.698585,1.22,27216
House,1983,'Chiswick Park',80.68583,0.63,27216
'Flat / Apartment',373,'South Kensington',134.048257,0.25,23748
House,2200,'Barnes Bridge',106.818182,0.72,13728
House,1476,'Barnes Bridge',89.769648,1.05,13728
House,1707,'Imperial Wharf',79.086116,0.14,22068
'Flat / Apartment',906,'Imperial Wharf',93.818985,0.07,22068
Duplex,2024,Hammersmith,74.110672,0.68,22068
'New development',923,'Shepherds Bush',118.093174,0.82,22068
'Flat / Apartment',1067,'Shepherds Bush',133.552015,0.87,22068
House,1518,Vauxhall,60.935441,1.1,23748
House,1435,'Clapham Junction',75.261324,0.45,28092
'Flat / Apartment',942,'Clapham Junction',116.772824,1.03,28092
House,1523,'Clapham Junction',6.565988,0.45,28092
'Flat / Apartment',1717,'Clapham Junction',145.602796,1.12,28092
'Flat / Apartment',509,Victoria,127.701375,0.44,23748
'Flat / Apartment',815,'Bethnal Green',61.349693,0.75,32976
'Flat / Apartment',558,'Russell Square',143.369176,0.44,38568
'New development',580,'Goodge Street',196.551724,0.12,38568
'Flat / Apartment',1969,'Oxford Circus',109.192483,0.5,76860
'Flat / Apartment',1415,'Charing Cross',14.134276,0.22,76860
House,2366,Balham,62.341505,0.56,28092
'Flat / Apartment',429,'Bond Street',162.004662,0.1,76860
Penthouse,1447,'High Street Kensington',130.960608,0.26,23748
'Flat / Apartment',750,Angel,78,1.33,31164
House,1750,'Hackney Downs',87.142857,0.4,33036
'Flat / Apartment',1311,'Ealing Broadway',114.416476,0.59,32364
House,4125,'Ealing Broadway',71.515152,0.38,32364
House,3165,'West Ealing',93.206951,0.2,32364
House,1326,Mortlake,64.102564,0.46,13728
'Flat / Apartment',714,Tooting,73.529412,5.65,28092
'Flat / Apartment',701,Balham,78.459344,0.39,28092
House,1605,Balham,84.11215,0.23,28092
'Flat / Apartment',753,'West Kensington',109.561753,0.39,23748
House,1271,'Hackney Downs',46.420142,0.13,33036
House,2042,'Imperial Wharf',80.803134,0.22,22068
'Flat / Apartment',776,'Clapham Junction',80.541237,1.04,28092
'Flat / Apartment',789,'Old Street',95.057034,0.73,31164
'Flat / Apartment',610,'Bethnal Green',88.360656,0.8,32976
House,1580,Mortlake,94.936709,0.51,13728
House,3058,Mortlake,81.75278,0.32,13728
'Flat / Apartment',886,Victoria,168.735892,0.94,23748
'Flat / Apartment',1058,'London Bridge',103.969754,0.63,35496
'Flat / Apartment',6049,'Ealing Broadway',4.959497,0.53,32364
House,2938,Mortlake,91.729067,0.24,13728
'Flat / Apartment',800,'Clapham Junction',90.625,1.08,28092
'Flat / Apartment',1303,'St. Johns Wood',130.46815,0.58,76860
House,3564,Angel,93.995511,0.31,31164
House,3070,Hampstead,118.892508,0.58,31164
'Flat / Apartment',1471,'Clapham Junction',88.03535,0.74,28092
'Flat / Apartment',847,'Russell Square',164.698937,0.11,38568
'Flat / Apartment',1091,'Green Park',261.228231,0.2,76860
'Flat / Apartment',531,'Wandsworth Town',88.512241,3.72,28092
'Flat / Apartment',551,Victoria,150.635209,0.39,76860
House,1872,'Acton Central',66.773504,0.89,27264
'Flat / Apartment',836,Victoria,107.057416,0.37,23748
House,6713,Wimbledon,11.917176,0.44,28092
House,1443,'Wandsworth Town',57.172557,2.59,28092
'Flat / Apartment',925,Homerton,67.567568,0.15,33036
'Flat / Apartment',1033,Victoria,242.013553,1.93,23748
'Flat / Apartment',1948,Victoria,20.533881,1.82,23748
'Flat / Apartment',2573,'High Street Kensington',153.517295,0.31,23748
'Flat / Apartment',722,Angel,93.490305,0.97,31164
'Flat / Apartment',969,'Tower Gateway',95.459236,0.23,32976
House,1963,Balham,78.960774,0.15,28092
'Flat / Apartment',969,'Canary Wharf',73.78741,0.48,32976
House,1869,'Barnes Bridge',88.282504,1.04,13728
House,2314,Angel,114.520311,1.08,31164
Penthouse,1249,'Bethnal Green',68.054444,0.88,32976
'Flat / Apartment',477,Angel,99.580713,0.92,31164
'Flat / Apartment',1190,'Liverpool Street',79.831933,0.57,33036
House,1658,'Wandsworth Town',75.392039,3.66,28092
House,2960,'Chiswick Park',84.459459,0.28,27216
Penthouse,2128,Vauxhall,138.62782,1.82,23748
'Flat / Apartment',1150,'Old Street',121.304348,0.58,38568
Penthouse,1476,'Hackney Central',88.075881,0.61,33036
'Flat / Apartment',947,'Clapham Junction',108.236536,1.03,28092
House,997,'Aldgate East',65.195587,1.19,32976
House,1298,Homerton,73.189522,0.06,33036
'Flat / Apartment',572,Canonbury,87.412587,0.73,31164
House,1125,'Tower Gateway',106.666667,0.93,32976
'Flat / Apartment',842,'Bethnal Green',74.228029,0.74,32976
House,1873,'Wandsworth Town',72.076882,3.66,28092
'Flat / Apartment',1556,Victoria,134.96144,0.32,76860
House,2139,Victoria,182.328191,0.64,76860
'Flat / Apartment',1986,'Ealing Broadway',65.458207,0.4,32364
'Flat / Apartment',693,Victoria,105.339105,0.31,76860
'Flat / Apartment',463,'West Kensington',885.421166,0.24,23748
'Flat / Apartment',983,'Wandsworth Town',74.771109,3.7,28092
'Flat / Apartment',499,Angel,99.198397,0.76,31164
'Flat / Apartment',898,'Liverpool Street',97.438753,0.55,33036
'Flat / Apartment',913,'Maida Vale',136.911281,0.36,23748
'Flat / Apartment',870,'Maida Vale',80.45977,0.24,23748
'Flat / Apartment',878,Angel,95.102506,1.15,31164
'New development',920,Angel,86.956522,1.15,31164
House,2006,Mortlake,97.208375,0.25,13728
House,904,'Aldgate East',80.199115,1.12,32976
'Flat / Apartment',802,'Old Street',112.219451,0.44,38568
'Flat / Apartment',532,'Bond Street',150.37594,0.41,76860
House,2679,'Chiswick Park',95.18477,0.34,27216
'Flat / Apartment',676,'Maida Vale',99.852071,0.37,23748
'Flat / Apartment',875,'Wandsworth Town',82.857143,3.53,28092
'Flat / Apartment',2780,Blackfriars,142.086331,0.32,24000
House,2736,'Chiswick Park',82.236842,0.8,27216
House,3753,Tooting,67.945643,5.61,28092
'Flat / Apartment',465,'Clapham Common',93.548387,0.4,34956
'Flat / Apartment',506,Bromley-by-Bow,85.968379,1.23,32976
'Flat / Apartment',747,Victoria,133.199465,0.4,76860
'Flat / Apartment',1315,Canonbury,117.870722,0.73,31164
House,2600,Victoria,138.461538,0.47,76860
'Flat / Apartment',709,'West Kensington',105.782793,0.68,23748
'Flat / Apartment',581,Victoria,117.039587,0.55,23748
House,1428,'Caledonian Road & Barnsbury',97.689076,1.02,31164
'Flat / Apartment',745,'Canada Water',77.181208,0.91,35496
House,3595,'Raynes Park',74.408901,0.52,28092
'Flat / Apartment',2288,Angel,96.153846,0.64,31164
House,1447,'Ladbroke Grove',158.949551,0.25,23748
House,1162,'Woolwich Arsenal',44.75043,1.5,28476
House,1140,Tooting,76.754386,5.64,28092
Penthouse,579,'Shepherds Bush',127.806563,0.82,22068
'Flat / Apartment',699,'Wandsworth Town',75.107296,3.72,28092
'Flat / Apartment',897,'Shepherds Bush',139.3534,0.8,22068
House,1236,Tooting,64.320388,5.41,28092
'Flat / Apartment',683,'Earls Court',136.896047,0.35,23748
'Flat / Apartment',678,'Chiswick Park',78.908555,0.74,27216
House,2055,Hammersmith,97.080292,0.68,22068
House,2996,Blackheath,60.080107,1.13,28872
House,1030,Streatham,72.815534,6.35,34956
'New development',905,'Imperial Wharf',158.01105,0.77,22068
'Flat / Apartment',1197,Angel,125.313283,0.18,31164
House,2408,'Clapham Common',78.488372,0.14,34956
'Flat / Apartment',1364,'St. Johns Wood',145.894428,0.49,76860
'Flat / Apartment',1109,'Clapham Junction',74.391344,0.76,28092
'Flat / Apartment',779,Angel,67.394095,0.36,31164
'Flat / Apartment',635,'Clapham Junction',114.173228,0.47,28092
'Flat / Apartment',1436,'Tower Gateway',62.674095,0.45,32976
House,4642,Victoria,86.062042,0.27,23748
House,1495,'Wandsworth Town',81.939799,0.5,28092
House,2259,'Wandsworth Town',52.014166,3.92,28092
'Flat / Apartment',551,'Old Street',90.744102,0.46,33036
'Flat / Apartment',1677,'Camden Town',104.353011,0.69,38568
'Flat / Apartment',1550,'Clapham Junction',135.483871,1.12,28092
'Flat / Apartment',1318,'Clapham Junction',127.84522,0.84,28092
'Flat / Apartment',759,'Clapham Junction',72.463768,0.44,28092
'Flat / Apartment',412,Balham,105.582524,0.65,28092
'Flat / Apartment',420,Balham,103.571429,0.65,28092
'New development',1206,'Wandsworth Town',95.356551,3.43,28092
'Flat / Apartment',1168,'St. Johns Wood',145.119863,0.55,76860
'Flat / Apartment',508,Angel,98.425197,0.76,31164
'Flat / Apartment',907,Balham,93.715546,0.65,28092
'Flat / Apartment',1350,'Tower Gateway',71.851852,1.27,32976
House,1642,Canonbury,100.487211,1.14,31164
'Flat / Apartment',663,'Bethnal Green',71.644042,0.32,32976
'Flat / Apartment',1050,'Clapham Common',100,0.21,34956
House,1770,'Imperial Wharf',98.870056,1.14,22068
'Flat / Apartment',477,'Ladbroke Grove',157.232704,0.58,23748
'Flat / Apartment',607,Hampstead,95.551895,0.62,31164
'New development',1100,'Imperial Wharf',152.727273,0.77,22068
'Flat / Apartment',802,Temple,155.860349,0.22,76860
'Flat / Apartment',1387,'Canary Wharf',50.468637,0.55,32976
'Flat / Apartment',1175,'West Ealing',70.212766,0.2,32364
'Flat / Apartment',953,'Shepherds Bush',110.178384,0.83,22068
'Flat / Apartment',720,'Wandsworth Town',79.861111,3.64,28092
'Flat / Apartment',617,'St. Johns Wood',117.504052,0.4,76860
'Flat / Apartment',472,'Clapham Junction',111.228814,1.47,28092
'Flat / Apartment',1019,Victoria,157.016683,0.83,23748
House,2326,'Wandsworth Town',66.638005,3.75,28092
'Flat / Apartment',1176,'Wandsworth Town',63.77551,3.54,28092
House,987,'Bethnal Green',96.251266,0.49,32976
House,2223,'South Kensington',191.183086,0.42,23748
'Flat / Apartment',730,'Putney Bridge',97.260274,2.05,28092
'Flat / Apartment',569,Greenwich,702.97891,2.21,28476
'Flat / Apartment',814,'Canary Wharf',64.496314,0.97,32976
'New development',2967,'Chiswick Park',84.260195,0.29,27216
'Flat / Apartment',698,'London Bridge',136.103152,0.71,35496
House,1510,'Imperial Wharf',81.125828,0.15,22068
'Flat / Apartment',678,'Clapham Junction',103.244838,0.65,28092
'New development',1081,'Imperial Wharf',200.740056,0.77,22068
'Flat / Apartment',709,'Canary Wharf',88.857546,0.42,32976
House,1565,Angel,102.236422,0.66,31164
'Flat / Apartment',626,Homerton,75.878594,3.84,33036
'Flat / Apartment',481,'Imperial Wharf',103.950104,0.25,22068
'Flat / Apartment',358,'Goodge Street',153.631285,0.12,38568
House,4862,'Barnes Bridge',89.469354,1.6,13728
'Flat / Apartment',1173,'West Kensington',66.069906,0.4,23748
House,1909,'Putney Bridge',70.455736,2.04,28092
House,2978,'Putney Bridge',75.554063,2.04,28092
'Flat / Apartment',752,'Clapham Junction',66.489362,0.5,28092
'Flat / Apartment',1192,'London Bridge',134.228188,1.7,35496
'Flat / Apartment',578,'Wandsworth Town',89.100346,3.41,28092
'Flat / Apartment',693,'Wandsworth Town',71.428571,3.62,28092
House,1541,Bromley-by-Bow,96.365996,0.8,32976
House,2034,'Camden Town',179.449361,0.6,38568
Penthouse,896,Angel,92.075893,0.94,31164
'Flat / Apartment',1021,'Clapham Junction',66.111655,0.41,28092
'Flat / Apartment',854,'Ealing Broadway',70.257611,0.75,32364
Penthouse,594,Greenwich,66.498316,2.15,28476
'Flat / Apartment',862,'Canary Wharf',92.227378,0.33,32976
'Flat / Apartment',1768,'West Kensington',76.357466,0.79,23748
'Flat / Apartment',2147,'London Bridge',167.675827,0.36,35496
'Flat / Apartment',1176,Vauxhall,157.312925,1.15,23748
House,1211,'Wandsworth Town',72.254335,3.33,28092
House,1830,Mortlake,73.770492,0.48,13728
'Flat / Apartment',760,'Clapham Junction',82.236842,0.63,28092
House,1643,'Chiswick Park',97.078515,0.38,27216
House,2979,'Ladbroke Grove',159.44948,0.44,23748
'Flat / Apartment',638,'Imperial Wharf',105.799373,0.84,22068
'Flat / Apartment',822,Angel,109.489051,0.35,31164
House,1195,Angel,133.891213,0.37,31164
'Flat / Apartment',1358,'Green Park',276.141384,0.3,76860
'Flat / Apartment',730,Homerton,63.69863,0.18,33036
'Flat / Apartment',842,'Clapham Common',100.950119,0.36,34956
House,3179,'Barnes Bridge',102.233407,1.74,13728
'Flat / Apartment',1200,'Tower Gateway',125,0.42,32976
'Flat / Apartment',717,'Canary Wharf',62.761506,0.67,32976
'Flat / Apartment',2123,Victoria,111.869995,0.45,76860
House,2264,'West Ealing',78.621908,0.49,32364
'Flat / Apartment',729,Angel,106.310014,1.38,31164
'Flat / Apartment',1700,'West Kensington',85.294118,0.79,23748
'Flat / Apartment',563,Bromley-by-Bow,75.488455,1,32976
'Flat / Apartment',1171,'South Kensington',192.143467,0.31,23748
Penthouse,1946,Paddington,218.396711,0.21,76860
House,2009,'Barnes Bridge',9.955202,1.44,13728
House,1260,'Canary Wharf',63.492063,0.86,32976
House,1275,Homerton,70.588235,0.13,33036
'Flat / Apartment',832,'Putney Bridge',93.629808,2.09,28092
House,1146,'Putney Bridge',82.460733,2.03,28092
'Flat / Apartment',630,'Clapham Junction',87.301587,0.68,28092
'Flat / Apartment',680,'Clapham Junction',102.941176,0.35,28092
House,1512,Angel,122.354497,0.56,31164
'New development',541,Barbican,146.950092,0.19,33036
Penthouse,1485,Greenwich,67.003367,2.55,28476
'Flat / Apartment',1043,'Maida Vale',71.907958,0.18,23748
House,1207,Tooting,74.565037,5.48,28092
'Flat / Apartment',922,Victoria,94.902386,0.74,76860
House,1201,Wimbledon,64.529559,0.79,28092
'Flat / Apartment',653,'Canary Wharf',86.523737,0.25,32976
'New development',1342,'Old Street',14.90313,0.12,33036
'New development',772,'Old Street',12.953368,0.12,33036
House,1477,'High Street Kensington',208.192282,0.39,23748
House,1877,'Canary Wharf',66.595631,0.79,32976
'Flat / Apartment',601,'Goodge Street',148.918469,0.1,38568
'Flat / Apartment',1273,'Old Street',70.699136,0.06,38568
'Flat / Apartment',1382,'Gospel Oak',61.505065,0.36,31164
'Flat / Apartment',872,'Clapham Junction',83.142202,0.96,28092
'Flat / Apartment',433,'Wandsworth Town',79.676674,0.81,28092
Penthouse,1378,'Maida Vale',123.367199,0.25,23748
'Flat / Apartment',958,'High Street Kensington',161.795407,0.25,23748
'Flat / Apartment',1428,'High Street Kensington',94.537815,0.29,23748
House,2640,Angel,125,0.51,31164
Penthouse,1043,'Canary Wharf',60.402685,0.59,32976
'Flat / Apartment',987,Greenwich,72.948328,2.55,28476
House,2666,'Chiswick Park',88.147037,0.46,27216
'Flat / Apartment',703,'Imperial Wharf',113.798009,0.12,22068
House,1909,'Clapham Junction',94.290204,0.68,28092
House,2942,Streatham,56.084296,6.36,34956
'Flat / Apartment',472,Bromley-by-Bow,778.601695,0.43,32976
'Flat / Apartment',1081,'Clapham Common',87.419056,0.19,34956
'Flat / Apartment',560,'Aldgate East',122.321429,0.14,32976
House,1582,Hampstead,69.532238,0.56,31164
'New development',606,'Imperial Wharf',142.739274,0.77,22068
'Flat / Apartment',696,Angel,104.166667,0.34,31164
House,1310,'Chiswick Park',91.603053,1.22,27216
House,2126,'Barnes Bridge',79.962371,1.32,13728
'Flat / Apartment',574,'Wandsworth Town',74.041812,3.61,28092
'Flat / Apartment',596,'Wandsworth Town',88.087248,3.9,28092
'Flat / Apartment',722,'Clapham Junction',114.265928,1.49,28092
'Flat / Apartment',1481,'London Bridge',118.163403,1.99,35496
House,1632,'Wandsworth Town',67.401961,3.89,28092
'Flat / Apartment',626,Bromley-by-Bow,84.664537,1.24,32976
'Flat / Apartment',1149,'St. Johns Wood',156.222802,0.19,76860
'Flat / Apartment',805,'Clapham Junction',90.062112,0.45,28092
'Flat / Apartment',996,'Hackney Downs',77.811245,0.38,33036
House,1242,'West Ealing',68.438003,0.3,32364
House,1510,Streatham,55.960265,6.36,34956
'Flat / Apartment',826,'Old Street',102.905569,0.74,38568
'Flat / Apartment',977,'Chiswick Park',89.559877,0.25,27216
House,1354,'Barnes Bridge',7.385524,0.52,13728
'Flat / Apartment',751,Victoria,139.813582,0.38,76860
'Flat / Apartment',765,'Clapham Junction',75.163399,0.85,28092
'Flat / Apartment',1013,Hammersmith,98.2231,0.51,22068
'New development',1440,'Shepherds Bush',107.291667,0.92,22068
House,1647,'Putney Bridge',78.627808,2.03,28092
House,1467,Victoria,122.699387,0.58,23748
'Flat / Apartment',863,'Putney Bridge',89.803013,2.09,28092
Penthouse,1084,'Dalston Junction',81.642066,0.15,33036
'Flat / Apartment',821,Greenwich,60.292326,2.24,28476
'Flat / Apartment',455,'West Brompton',131.868132,0.82,23748
House,3622,'Clapham Common',94.561016,0.12,34956
House,2278,'Barnes Bridge',65.847234,1.21,13728
'Flat / Apartment',708,'Clapham Junction',112.99435,1.51,28092
'Flat / Apartment',1020,Canonbury,102.941176,0.59,31164
'Flat / Apartment',628,Angel,107.484076,0.31,31164
'Flat / Apartment',1077,Highgate,81.244197,0.11,29436
'Flat / Apartment',778,'West Kensington',96.401028,0.68,23748
'New development',1000,'Hackney Downs',68.5,0.13,33036
House,2435,'Bond Street',16.427105,0.26,76860
House,1771,'Putney Bridge',75.381141,2.03,28092
'New development',1265,'Tower Gateway',177.865613,0.38,32976
'Flat / Apartment',1612,Hampstead,100.806452,0.61,31164
'Flat / Apartment',723,'Caledonian Road & Barnsbury',117.565698,0.42,31164
'Flat / Apartment',536,'Caledonian Road & Barnsbury',102.61194,0.42,31164
House,1259,'Caledonian Road & Barnsbury',111.199365,0.42,31164
House,1335,Balham,89.88764,0.12,28092
'Flat / Apartment',767,Greenwich,64.537158,2.72,28476
House,2479,Angel,110.931827,0.79,31164
House,2110,'Hackney Downs',79.383886,0.33,33036
'Flat / Apartment',1316,Victoria,121.200608,0.41,76860
'Flat / Apartment',1171,'St. Johns Wood',119.12895,0.66,76860
'Flat / Apartment',2435,'St. Johns Wood',135.318275,0.22,76860
'Flat / Apartment',857,'Aldgate East',93.348891,0.48,32976
House,1669,Victoria,197.723188,0.49,23748
House,1735,'High Street Kensington',129.682997,0.22,23748
'Flat / Apartment',585,Canonbury,94.017094,1.2,31164
House,2813,Highgate,115.535016,0.59,29436
House,3175,'Imperial Wharf',94.173228,1.11,22068
'Flat / Apartment',566,'Tower Gateway',83.922261,0.48,32976
'Flat / Apartment',885,'Canary Wharf',84.745763,0.83,32976
'Flat / Apartment',858,'Shepherds Bush',78.671329,1.46,22068
'Flat / Apartment',1016,'Barnes Bridge',93.503937,1.07,13728
'Flat / Apartment',495,'Wandsworth Town',90.909091,0.61,28092
'Flat / Apartment',1547,Hampstead,145.442793,1.27,31164
House,1087,'South Kensington',246.090156,0.41,23748
'Flat / Apartment',943,Hampstead,132.555673,1.38,31164
'Flat / Apartment',861,Vauxhall,98.722416,1.27,23748
'Flat / Apartment',1514,'Canary Wharf',6.60502,0.2,32976
'Flat / Apartment',687,'Gospel Oak',120.087336,0.79,31164
'Flat / Apartment',1091,Hammersmith,96.24198,0.51,22068
House,3116,Highgate,76.219512,0.99,29436
House,3235,'Putney Bridge',91.190108,2.04,28092
'Flat / Apartment',1219,'Clapham Junction',130.844955,0.87,28092
House,2243,'St. Johns Wood',167.186803,0.29,76860
'Flat / Apartment',599,'West Hampstead',91.819699,1.07,31164
'Flat / Apartment',1048,'Royal Victoria',56.29771,0.06,36132
'New development',591,'Covent Garden',219.62775,0.13,76860
'Flat / Apartment',572,'Wandsworth Town',78.671329,0.62,28092
House,1842,Angel,97.448426,0.62,31164
'Flat / Apartment',450,'Bethnal Green',83.333333,0.98,32976
'Flat / Apartment',929,'Canary Wharf',71.044133,1.18,32976
'Flat / Apartment',858,'Shepherds Bush',90.32634,1.11,22068
'Flat / Apartment',875,'Old Street',113.714286,0.49,33036
House,1520,'Barnes Bridge',88.815789,1.46,13728
'Flat / Apartment',887,Streatham,60.315671,6.35,34956
'Flat / Apartment',344,'Maida Vale',111.918605,0.4,23748
'Flat / Apartment',723,'Earls Court',165.283541,0.31,23748
Penthouse,1260,'Putney Bridge',94.84127,2.05,28092
'Flat / Apartment',979,'Oxford Circus',160.878447,0.12,76860
House,2381,'South Kensington',155.396892,0.41,23748
'Flat / Apartment',474,'Gospel Oak',116.033755,0.91,31164
House,2402,Hampstead,176.935887,0.38,31164
House,1668,'Ealing Broadway',77.93765,0.29,32364
'Flat / Apartment',491,'Earls Court',127.291242,0.28,23748
'Flat / Apartment',667,'Aldgate East',66.716642,0.97,32976
'Flat / Apartment',743,Balham,90.174966,0.16,28092
House,1837,Balham,75.394665,0.27,28092
House,2305,Balham,71.583514,0.21,28092
'Flat / Apartment',768,Balham,81.380208,0.55,28092
'Flat / Apartment',800,Farringdon,124.375,0.16,38568
'Flat / Apartment',594,'Chiswick Park',78.282828,0.31,27216
'Flat / Apartment',1299,'Barnes Bridge',100.076982,1.03,13728
House,3165,'Shepherds Bush',6.319115,1.09,22068
'Flat / Apartment',1138,Hampstead,94.463972,0.18,31164
House,4980,'Wandsworth Town',10.040161,0.91,28092
'New development',2431,'West Hampstead',71.986837,0.61,31164
House,1679,'Clapham Junction',110.184634,0.67,28092
'Flat / Apartment',1054,'Canary Wharf',85.388994,0.61,32976
'Flat / Apartment',3943,'London Bridge',121.607913,1.99,35496
'Flat / Apartment',568,Angel,105.633803,0.74,31164
'Flat / Apartment',956,'Wandsworth Town',69.560669,3.42,28092
House,2335,Tooting,70.663812,5.45,28092
House,2030,'West Hampstead',110.837438,0.77,31164
House,1773,Mortlake,70.219966,0.35,13728
'Flat / Apartment',510,Homerton,85.294118,0.14,33036
House,2315,Hammersmith,8.639309,0.76,22068
Penthouse,623,'Russell Square',112.359551,0.39,38568
'New development',801,'Maida Vale',91.13608,0.31,23748
House,4503,Tooting,64.290473,5.58,28092
'Flat / Apartment',1275,'Green Park',223.529412,0.44,76860
'Flat / Apartment',869,Greenwich,69.044879,2.21,28476
House,3071,'Clapham Common',76.522305,0.1,34956
'Flat / Apartment',662,Angel,101.208459,0.31,31164
'Flat / Apartment',776,'Ladbroke Grove',151.417526,0.22,23748
House,1953,'Clapham Junction',79.365079,0.66,28092
House,2116,'Clapham Junction',94.281664,0.78,28092
'Flat / Apartment',809,Victoria,241.038319,0.87,23748
Duplex,940,Angel,77.12766,1.37,31164
House,2293,'West Hampstead',98.124727,0.51,31164
'Flat / Apartment',708,'Chiswick Park',56.497175,0.9,27216
'Flat / Apartment',1186,'Clapham Junction',126.475548,0.73,28092
House,2598,Tooting,82.755966,5.45,28092
House,1133,'Barnes Bridge',78.993822,1.23,13728
